sensitivity,outcome,family,estimand_id,scenario,reference_scenario,transition,funding_intensity,market_intensity,blocks,estimate,block_se,pointwise_lower,pointwise_upper,simultaneous_lower,simultaneous_upper
stress_budget,market_value_loss,scenario_difference_cell,0.1_minus_0.15_funding_1_market_1,0.1,0.15,,1,1,100,-0.021255845914,0.00135789512341,-0.0239290740508,-0.0186393054515,-0.0239708363467,-0.0185408554813
stress_budget,market_value_loss,scenario_difference_cell,0.1_minus_0.15_funding_1_market_2,0.1,0.15,,1,2,100,-0.0425724702378,0.00265510816365,-0.0478132301929,-0.0374594398477,-0.0478811226791,-0.0372638177964
stress_budget,market_value_loss,scenario_difference_cell,0.1_minus_0.15_funding_2_market_0,0.1,0.15,,2,0,100,0,0,0,0,0,0
stress_budget,market_value_loss,scenario_difference_cell,0.1_minus_0.15_funding_2_market_1,0.1,0.15,,2,1,100,-0.0209845632665,0.00133883201183,-0.0236247880548,-0.0184058461103,-0.0236614387043,-0.0183076878286
stress_budget,market_value_loss,scenario_difference_cell,0.1_minus_0.15_funding_2_market_2,0.1,0.15,,2,2,100,-0.0420228076839,0.00261672924184,-0.047185922533,-0.0369821647767,-0.0472547248872,-0.0367908904806
stress_budget,market_value_loss,scenario_difference_cell,0.3_minus_0.15_funding_0_market_1,0.3,0.15,,0,1,100,0.0639061928737,0.00400583073093,0.0561910546028,0.0717874715462,0.0558968908873,0.0719154948601
stress_budget,market_value_loss,scenario_difference_cell,0.3_minus_0.15_funding_0_market_2,0.3,0.15,,0,2,100,0.128166155206,0.00767939156321,0.113468727284,0.143307611279,0.11281189532,0.143520415092
stress_budget,market_value_loss,scenario_difference_cell,0.3_minus_0.15_funding_1_market_0,0.3,0.15,,1,0,100,0,0,0,0,0,0
stress_budget,market_value_loss,scenario_difference_cell,0.3_minus_0.15_funding_1_market_1,0.3,0.15,,1,1,100,0.0632222632679,0.0039573959855,0.0555933026797,0.0710328443763,0.0553098022437,0.071134724292
stress_budget,market_value_loss,scenario_difference_cell,0.3_minus_0.15_funding_1_market_2,0.3,0.15,,1,2,100,0.126761723042,0.00758128586177,0.112241009598,0.141719045353,0.111603616773,0.14191982931
stress_budget,market_value_loss,scenario_difference_cell,0.3_minus_0.15_funding_2_market_0,0.3,0.15,,2,0,100,0,0,0,0,0,0
stress_budget,market_value_loss,scenario_difference_cell,0.3_minus_0.15_funding_2_market_1,0.3,0.15,,2,1,100,0.0601972572685,0.00375949781441,0.0529851743384,0.067653925665,0.0526804760225,0.0677140385145
